as_of_date,instrument_id,counterparty_id,product_type,segment,origination_date,maturity_date,original_balance,current_balance,undrawn_amount,interest_rate,days_past_due,watchlist_flag,forbearance_flag,default_flag,chargeoff_flag,collateral_type,collateral_value,ltv,risk_grade,state
2026-07-31,LN-001996,CP-I-00612,Mortgage,RETAIL,2023-11-30,2053-11-16,299193.0807063504,272857.54338398087,0.0,0.2077088956748671,0,1,0,0,0,Residential Real Estate,342051.2806401101,0.7977094629593522,,VA
2026-07-31,LN-001997,CP-I-01545,Credit Card,RETAIL,2020-04-21,2030-04-17,9210.426388715961,10960.988557988556,2663.3213451835036,0.08746046752262038,0,0,0,0,0,Unsecured,0.0,,,VA
2026-07-31,LN-001998,CP-I-01157,Auto Loan,RETAIL,2026-04-04,2031-04-02,57597.03476930192,56423.46500050449,0.0,0.20449924162216396,0,1,0,0,0,Vehicle,75569.0689424517,0.746647613767384,,FL
2026-07-31,LN-002000,CP-C-00187,Equipment Lease,COMMERCIAL,2021-07-26,2026-07-24,381738.4839439939,97936.58815489685,0.0,0.08516371624132563,0,0,0,0,0,Equipment,101141.76112776784,0.9683100933073329,BBB-,VA
2026-07-31,LN-002001,CP-I-00428,Personal Loan,RETAIL,2024-10-16,2028-10-14,25699.67238180866,16109.384676272297,0.0,0.18842536270177762,0,0,0,0,0,Unsecured,0.0,,,TX
2026-07-31,LN-002002,CP-C-00387,Commercial Term Loan,COMMERCIAL,2019-10-28,2026-10-24,569263.140631299,149988.3616610092,0.0,0.08150192947561352,0,0,0,0,0,Business Assets,126736.82275208019,1.1834631672470846,BBB+,VA
2026-07-31,LN-002003,CP-I-01581,Credit Card,RETAIL,2023-12-17,2033-12-12,1518.666948232432,1191.2399838412757,578.0843707516369,0.10258556371796018,0,1,0,0,0,Unsecured,0.0,,,GA
2026-07-31,LN-002004,CP-I-01121,Mortgage,RETAIL,2025-12-05,2055-11-22,238853.32655365948,231491.43210807303,0.0,0.21826425345994027,0,0,0,0,0,Residential Real Estate,254873.75239714002,0.9082592064928167,,NY
2026-07-31,LN-002005,CP-I-01060,Mortgage,RETAIL,2025-05-25,2055-05-12,439862.5995136258,422826.0892616377,0.0,0.20848260152749615,0,0,0,0,0,Residential Real Estate,521642.40320541576,0.8105669452165577,,VA
2026-07-31,LN-002006,CP-C-00374,Commercial Term Loan,COMMERCIAL,2021-07-30,2028-07-26,795821.8833911243,344097.2311696932,0.0,0.21964318110416203,0,0,0,0,0,Business Assets,439386.7690055649,0.783130616218749,BB+,TX
2026-07-31,LN-002007,CP-I-01297,Mortgage,RETAIL,2025-11-20,2055-11-07,258098.4304349038,255539.7299496685,0.0,0.1599667307948043,0,0,0,0,0,Residential Real Estate,204354.1622392917,1.250474798993525,,NC
2026-07-31,LN-002008,CP-C-00283,Commercial Term Loan,COMMERCIAL,2021-09-03,2028-08-30,4488687.437901153,1895648.0104326962,0.0,0.18802635179744587,0,1,0,0,0,Business Assets,1845731.9549247432,1.0270440436244104,BB-,CA
2026-07-31,LN-002009,CP-I-01195,Credit Card,RETAIL,2021-10-03,2031-09-29,6134.248129449321,2407.450210566764,4959.283027752843,0.05072457332885483,0,1,0,0,0,Unsecured,0.0,,,CA
2026-07-31,LN-002010,CP-I-00908,Mortgage,RETAIL,2023-02-17,2053-02-03,165231.48330566692,147030.05816392842,0.0,0.07882973333258747,0,0,0,0,0,Residential Real Estate,155683.17850648283,0.9444183987919152,,VA
2026-07-31,LN-002011,CP-C-00322,Commercial Real Estate,COMMERCIAL,2026-05-18,2041-05-11,2987696.0618104152,2905253.1789701744,0.0,0.14673151601757967,120,1,0,1,1,Commercial Real Estate,3578007.1232983405,0.8119752361733712,BBB+,TX
2026-07-31,LN-002012,CP-C-00032,Commercial Term Loan,COMMERCIAL,2026-04-07,2033-04-03,3097616.538512489,3047479.017946851,0.0,0.16820379603618932,0,0,0,0,0,Business Assets,3018733.108069504,1.0095225079025718,BBB-,TX
2026-07-31,LN-002013,CP-C-00303,Commercial Term Loan,COMMERCIAL,2020-07-12,2027-07-09,389203.87168825587,119620.44680730722,0.0,0.07476887932884138,0,0,0,0,0,Business Assets,104641.28847761863,1.143147686229919,BB+,GA
2026-07-31,LN-002014,CP-C-00483,Commercial Term Loan,COMMERCIAL,2021-09-30,2028-09-26,496891.31916629174,229069.8450713241,0.0,0.20246309837319065,0,0,0,0,0,Business Assets,205661.31877550835,1.1138207536312044,BBB,GA
2026-07-31,LN-002015,CP-I-01397,Personal Loan,RETAIL,2025-11-06,2029-11-04,13685.342963078112,11663.383690517674,0.0,0.1524687975313875,0,0,0,0,0,Unsecured,0.0,,,VA
2026-07-31,LN-002016,CP-I-00434,Mortgage,RETAIL,2024-09-25,2054-09-12,524138.97118510806,516451.39416949387,0.0,0.13266034072064709,30,1,0,0,0,Residential Real Estate,400948.0654573396,1.2880755356193225,,NC
2026-07-31,LN-002017,CP-C-00367,Commercial Term Loan,COMMERCIAL,2024-09-23,2031-09-20,447870.3347600128,346869.43874142086,0.0,0.07722714013549596,0,0,0,0,0,Business Assets,380914.095959452,0.9106237926630703,BBB,VA
2026-07-31,LN-002018,CP-I-00919,Personal Loan,RETAIL,2023-03-29,2027-03-27,28528.953265012216,9614.359579918948,0.0,0.07931303342019558,0,0,0,0,0,Unsecured,0.0,,,GA
2026-07-31,LN-002019,CP-C-00357,Commercial Term Loan,COMMERCIAL,2020-08-20,2027-08-17,1044113.9795766975,339238.18610251526,0.0,0.13635005805188674,0,0,0,0,0,Business Assets,297513.5449199526,1.1402445095190166,BB,NY
2026-07-31,LN-002020,CP-C-00241,Commercial Term Loan,COMMERCIAL,2021-06-30,2028-06-26,614017.6242775111,259067.26183827934,0.0,0.11013752968432122,0,0,0,0,0,Business Assets,279420.477119915,0.9271591849980954,BB,NC
2026-07-31,LN-002021,CP-I-00319,Credit Card,RETAIL,2023-09-19,2033-09-14,22186.36498706574,34735.52900567372,9695.195819491899,0.15340369174803464,0,0,0,0,0,Unsecured,0.0,,,CA
2026-07-31,LN-002022,CP-I-01627,Personal Loan,RETAIL,2024-10-26,2028-10-24,25602.063745258467,16210.521819146506,0.0,0.0866961003350549,0,0,0,0,0,Unsecured,0.0,,,VA
2026-07-31,LN-002023,CP-I-00978,Personal Loan,RETAIL,2025-08-02,2029-07-31,19899.760679602205,16296.899130000107,0.0,0.11141698764821045,0,0,0,0,0,Unsecured,0.0,,,TX
2026-07-31,LN-002024,CP-I-00572,Mortgage,RETAIL,2024-08-25,2054-08-12,352225.34388935677,322532.19427577866,0.0,0.1776771275000174,0,0,0,0,0,Residential Real Estate,361760.46428799396,0.8915628602771085,,CA
2026-07-31,LN-002025,CP-C-00248,Revolving Credit Facility,COMMERCIAL,2025-10-11,2035-10-07,144011.2971098105,165623.34266549678,82741.07602101189,0.16805176885274842,0,0,0,0,0,Unsecured,0.0,,BB+,VA
2026-07-31,LN-002026,CP-C-00624,Commercial Term Loan,COMMERCIAL,2025-12-03,2032-11-29,2509914.6359737325,2297612.529352121,0.0,0.20823221214095156,0,0,0,0,0,Business Assets,1919265.8314516302,1.1971309506481078,BB+,NY
2026-07-31,LN-002027,CP-I-00282,Mortgage,RETAIL,2020-03-24,2050-03-11,204221.27674245415,172936.84491932928,0.0,0.05520574251748105,0,0,0,0,0,Residential Real Estate,248389.40898317544,0.6962327646225974,,NY
2026-07-31,LN-002028,CP-I-01188,Credit Card,RETAIL,2026-02-02,2036-01-29,7658.413842961718,4993.080330080706,6608.230926229922,0.11152986185498132,0,1,0,0,0,Unsecured,0.0,,,FL
2026-07-31,LN-002029,CP-C-00193,Commercial Term Loan,COMMERCIAL,2021-07-28,2028-07-24,1524761.8829092255,648567.2225939875,0.0,0.08162892856669476,0,0,0,0,0,Business Assets,801256.5332213312,0.8094376715863029,BB,NY
2026-07-31,LN-002030,CP-I-00583,Personal Loan,RETAIL,2022-11-25,2026-11-23,29463.147701452745,7940.979204197692,0.0,0.15628854825644375,0,0,0,0,0,Unsecured,0.0,,,NY
2026-07-31,LN-002031,CP-I-00869,Credit Card,RETAIL,2021-08-11,2031-08-07,11393.031696890326,3641.427205188248,10736.71208968672,0.17797773327722213,0,0,0,0,0,Unsecured,0.0,,,NC
2026-07-31,LN-002032,CP-I-00222,Personal Loan,RETAIL,2022-08-10,2026-08-08,42749.60917717916,11184.638078712096,0.0,0.0616422519273929,0,0,0,0,0,Unsecured,0.0,,,FL
2026-07-31,LN-002033,CP-C-00266,Commercial Real Estate,COMMERCIAL,2020-05-29,2035-05-23,5413853.74087471,3582664.53024724,0.0,0.17489717017754938,0,0,0,0,0,Commercial Real Estate,2854511.95487623,1.255088290706627,BBB,NC
2026-07-31,LN-002034,CP-I-01250,Mortgage,RETAIL,2023-07-28,2053-07-14,522546.3112785286,492050.57592067175,0.0,0.21431236440135615,0,0,0,0,0,Residential Real Estate,702688.7929426978,0.7002396805847408,,CA
2026-07-31,LN-002035,CP-I-01419,Mortgage,RETAIL,2023-09-27,2053-09-13,292706.5208299934,280997.851712905,0.0,0.04075009382954573,0,0,0,0,0,Residential Real Estate,312224.33528175094,0.8999870284272774,,TX
2026-07-31,LN-002036,CP-I-01408,Mortgage,RETAIL,2023-09-23,2053-09-09,256773.035699768,244469.55547304472,0.0,0.10825579186263043,0,0,0,0,0,Residential Real Estate,295962.74991475674,0.8260146100935233,,NY
2026-07-31,LN-002037,CP-C-00467,Revolving Credit Facility,COMMERCIAL,2025-08-25,2035-08-21,164198.13360613602,142477.76573148576,83014.47584345969,0.185870555957339,0,0,0,0,0,Unsecured,0.0,,BBB+,CA
2026-07-31,LN-002038,CP-I-01662,Personal Loan,RETAIL,2020-11-11,2024-11-09,44849.389355866835,11649.611987805738,0.0,0.13317218237688147,0,0,0,0,0,Unsecured,0.0,,,NY
2026-07-31,LN-002039,CP-C-00103,Commercial Real Estate,COMMERCIAL,2019-11-20,2034-11-13,779895.3123406238,494324.0464794026,0.0,0.17555897767049547,0,0,0,0,0,Commercial Real Estate,515878.986747655,0.9582170609348812,AAA,NY
2026-07-31,LN-002040,CP-C-00099,Commercial Term Loan,COMMERCIAL,2025-07-17,2032-07-13,242494.1205131887,214625.2162387358,0.0,0.08470424169138341,0,0,0,0,0,Business Assets,227514.48629636507,0.9433474752863014,BBB,VA
2026-07-31,LN-002041,CP-I-00326,Credit Card,RETAIL,2024-03-19,2034-03-15,5020.369555395122,6808.578168416994,2403.879454423737,0.07270698547848156,0,0,0,0,0,Unsecured,0.0,,,FL
2026-07-31,LN-002042,CP-I-00570,Mortgage,RETAIL,2024-02-14,2054-01-31,541536.2807951921,507468.3156438715,0.0,0.19580592219855678,0,0,0,0,0,Residential Real Estate,652446.7183176025,0.77779273218268,,GA
2026-07-31,LN-002043,CP-C-00438,Commercial Term Loan,COMMERCIAL,2020-01-11,2027-01-07,468910.07171353314,127999.85075873524,0.0,0.05394498841189825,0,0,0,0,0,Business Assets,113196.44535956306,1.130776239060775,BBB+,NC
2026-07-31,LN-002044,CP-C-00083,Equipment Lease,COMMERCIAL,2024-03-02,2029-02-28,446643.27485717466,265069.93143817206,0.0,0.07409523120747263,0,0,0,0,0,Equipment,346543.9970267434,0.764895464103844,BBB-,NC
2026-07-31,LN-002045,CP-C-00507,Commercial Term Loan,COMMERCIAL,2025-10-06,2032-10-02,604219.8525709535,563499.0811154399,0.0,0.08630724521128466,0,0,0,0,0,Business Assets,438360.6965103315,1.285468988441027,BBB+,NC
2026-07-31,LN-002046,CP-I-00672,Credit Card,RETAIL,2021-09-23,2031-09-19,6417.073365697739,2122.300051909471,7508.828387382231,0.13907501343359274,0,0,0,0,0,Unsecured,0.0,,,NY
2026-07-31,LN-002047,CP-C-00579,Commercial Term Loan,COMMERCIAL,2024-11-13,2031-11-10,1559503.074644207,1209259.8234723366,0.0,0.13237481829034392,0,0,0,0,0,Business Assets,1125014.8396127112,1.0748834423274158,BBB-,CA
2026-07-31,LN-002048,CP-I-00248,Auto Loan,RETAIL,2023-04-16,2028-04-13,38819.576869894016,17646.493753016814,0.0,0.14000217247579144,0,1,0,0,0,Vehicle,25073.839766883368,0.7037810689180392,,CA
2026-07-31,LN-002049,CP-C-00509,Revolving Credit Facility,COMMERCIAL,2025-02-23,2035-02-19,2584617.5347695253,2760152.4293005904,1509638.8347104164,0.06024268298385681,0,0,0,0,0,Unsecured,0.0,,BBB-,NC
2026-07-31,LN-002050,CP-I-01592,Auto Loan,RETAIL,2026-03-12,2031-03-10,29766.54846344243,28589.731021219737,0.0,0.10567582464474545,0,0,0,0,0,Vehicle,31088.457191985297,0.9196252758593071,,NC
2026-07-31,LN-002051,CP-I-00694,Personal Loan,RETAIL,2023-03-18,2027-03-16,10588.32070758566,3359.637069283404,0.0,0.13165947422081622,0,0,0,0,0,Unsecured,0.0,,,CA
2026-07-31,LN-002052,CP-I-01675,Mortgage,RETAIL,2019-12-29,2049-12-15,225658.28036223786,179973.3070166667,0.0,0.1795753181009178,0,0,0,0,0,Residential Real Estate,142036.52846143363,1.2670917049731598,,CA
2026-07-31,LN-002053,CP-I-01124,Personal Loan,RETAIL,2023-08-15,2027-08-13,13296.331546835392,5585.72945830084,0.0,0.18126553577958313,0,0,0,0,0,Unsecured,0.0,,,GA
2026-07-31,LN-002054,CP-I-00559,Personal Loan,RETAIL,2021-04-11,2025-04-09,8601.8362588347,2361.3748927639945,0.0,0.08455415185693341,0,0,0,0,0,Unsecured,0.0,,,NC
2026-07-31,LN-002055,CP-I-01438,Personal Loan,RETAIL,2022-03-04,2026-03-02,25188.929207501256,6892.904429253028,0.0,0.17520301755178905,0,0,0,0,0,Unsecured,0.0,,,NC
2026-07-31,LN-002056,CP-C-00599,Commercial Real Estate,COMMERCIAL,2023-04-30,2038-04-23,5461176.607313889,4443373.50960884,0.0,0.04693603450991818,0,0,0,0,0,Commercial Real Estate,4547061.294612031,0.9771967479026388,BBB+,FL
2026-07-31,LN-002057,CP-I-01155,Mortgage,RETAIL,2023-12-29,2053-12-15,255822.62347293808,244646.49333654743,0.0,0.09049951820466179,0,0,0,0,0,Residential Real Estate,193909.7289345215,1.261651463703291,,TX
2026-07-31,LN-002058,CP-I-01080,Credit Card,RETAIL,2020-05-28,2030-05-24,3560.0920162314997,2493.8036402110483,1569.2304126447316,0.14200026626986775,0,0,0,0,0,Unsecured,0.0,,,FL
2026-07-31,LN-002059,CP-I-01328,Auto Loan,RETAIL,2024-09-29,2029-09-27,23776.061792074663,16419.21866362336,0.0,0.06255312382844706,0,0,0,0,0,Vehicle,14874.976211266634,1.1038147846708544,,GA
2026-07-31,LN-002060,CP-C-00301,Equipment Lease,COMMERCIAL,2025-10-22,2030-10-20,259436.19172871418,223592.54482691575,0.0,0.20931260514492186,0,0,0,0,0,Equipment,291022.933607929,0.7682987112216504,BBB,TX
2026-07-31,LN-002061,CP-C-00115,Commercial Real Estate,COMMERCIAL,2023-09-07,2038-08-31,23952479.89188845,20471933.977940634,0.0,0.1862049656147603,0,0,0,0,0,Commercial Real Estate,17395672.931575246,1.1768405889479332,BB+,NY
2026-07-31,LN-002062,CP-I-00208,Auto Loan,RETAIL,2025-07-01,2030-06-29,26254.043200558073,22072.488723975384,0.0,0.12273342282900251,0,1,0,0,0,Vehicle,24609.44025719039,0.8969114491552177,,NC
2026-07-31,LN-002063,CP-I-00706,Mortgage,RETAIL,2020-05-23,2050-05-10,317694.84617193806,266298.3302700659,0.0,0.05383984610628317,60,1,0,0,0,Residential Real Estate,257808.14178688315,1.0329321968822893,,GA
2026-07-31,LN-002064,CP-I-01652,Credit Card,RETAIL,2021-05-03,2031-04-29,2824.1525801720522,4741.311802011392,1430.3452807267768,0.08192085582191977,0,0,0,0,0,Unsecured,0.0,,,FL
2026-07-31,LN-002065,CP-I-00003,Auto Loan,RETAIL,2021-12-24,2026-12-22,29616.900948799423,7550.753414243682,0.0,0.1676641710963817,0,0,0,0,0,Vehicle,8198.626715535718,0.9209778266810988,,NC
2026-07-31,LN-002066,CP-C-00058,Revolving Credit Facility,COMMERCIAL,2024-06-25,2034-06-21,2062330.8273725286,928444.0374755356,1389680.3298417786,0.16159739145996843,0,0,0,0,0,Unsecured,0.0,,BBB+,VA
2026-07-31,LN-002067,CP-I-01036,Credit Card,RETAIL,2022-12-24,2032-12-19,14856.426698309038,8279.474067734884,11639.715124419761,0.08123527919866347,0,0,0,0,0,Unsecured,0.0,,,NC
2026-07-31,LN-002068,CP-C-00515,Equipment Lease,COMMERCIAL,2025-09-10,2030-09-08,929019.8149886578,794358.0410658434,0.0,0.1240006765625282,0,0,0,0,0,Equipment,913924.6456752148,0.8691723599148213,BBB-,NY
2026-07-31,LN-002069,CP-C-00140,Commercial Real Estate,COMMERCIAL,2023-05-30,2038-05-23,21723691.66435995,17827189.21967569,0.0,0.11325552803534983,0,0,0,0,0,Commercial Real Estate,22767431.662152316,0.7830127475164846,BBB+,NY
2026-07-31,LN-002070,CP-C-00170,Commercial Term Loan,COMMERCIAL,2022-07-07,2029-07-03,1020207.0813625199,538266.3366873701,0.0,0.17694213655416424,0,0,0,0,0,Business Assets,729316.6652530439,0.7380420088174087,BBB,VA
2026-07-31,LN-002071,CP-I-00922,Credit Card,RETAIL,2026-01-19,2036-01-15,12800.03750312603,15968.560833714524,9603.745245547798,0.1124169573422352,0,1,0,0,0,Unsecured,0.0,,,TX
2026-07-31,LN-002072,CP-I-01385,Credit Card,RETAIL,2024-03-27,2034-03-23,17994.600016245877,7339.415818176138,16951.870686017675,0.2030520494988129,0,0,0,0,0,Unsecured,0.0,,,TX
2026-07-31,LN-002073,CP-I-01042,Auto Loan,RETAIL,2021-12-15,2026-12-13,54216.372924131436,14369.022232069477,0.0,0.16308667883228703,0,0,0,0,0,Vehicle,16002.568569294623,0.8979197414370367,,NY
2026-07-31,LN-002074,CP-I-00500,Mortgage,RETAIL,2025-08-13,2055-07-31,361246.5068139202,343268.42914948775,0.0,0.15917405528243475,0,0,0,0,0,Residential Real Estate,369140.2439563146,0.9299133182295654,,VA
2026-07-31,LN-002075,CP-I-00735,Mortgage,RETAIL,2022-11-11,2052-10-28,592990.4482516665,529560.820415943,0.0,0.11789396027271387,0,0,0,0,0,Residential Real Estate,604972.7949914855,0.8753465028512499,,TX
2026-07-31,LN-002076,CP-C-00593,Commercial Term Loan,COMMERCIAL,2020-06-05,2027-06-02,974559.6557874792,296002.1902722629,0.0,0.11157016463851974,0,0,0,0,0,Business Assets,406690.3274096715,0.72783189154654,BBB+,TX
2026-07-31,LN-002077,CP-C-00106,Commercial Term Loan,COMMERCIAL,2019-09-27,2026-09-23,768707.2873274438,208347.30290628737,0.0,0.19023802603183967,0,0,0,0,0,Business Assets,178640.88257882852,1.1662912760988535,BBB+,TX
2026-07-31,LN-002078,CP-I-01354,Mortgage,RETAIL,2021-03-25,2051-03-12,689072.3324845409,612475.8040856853,0.0,0.06593669548062522,0,0,0,0,0,Residential Real Estate,681414.6741982627,0.8988297835034307,,FL
2026-07-31,LN-002079,CP-I-00112,Auto Loan,RETAIL,2022-03-17,2027-03-15,62951.884528516115,18289.21170277231,0.0,0.12817139219094403,0,1,0,0,0,Vehicle,21971.535392520487,0.832404808131811,,NC
2026-07-31,LN-002080,CP-C-00300,Commercial Term Loan,COMMERCIAL,2021-11-08,2028-11-04,4290188.700300108,2033400.3407724425,0.0,0.21242770530083166,0,0,0,0,0,Business Assets,2832303.6742913383,0.7179316113697495,BB+,CA
2026-07-31,LN-002081,CP-I-00115,Auto Loan,RETAIL,2021-05-28,2026-05-26,22486.659799608784,5717.810840310026,0.0,0.18534935813684822,0,0,0,0,0,Vehicle,6382.680208863927,0.8958322606182642,,CA
2026-07-31,LN-002082,CP-I-00147,Mortgage,RETAIL,2025-08-06,2055-07-24,152680.86658391997,142731.62327352114,0.0,0.05416002712870152,0,0,0,0,0,Residential Real Estate,121417.38687332803,1.1755451747815144,,NY
2026-07-31,LN-002083,CP-I-00049,Mortgage,RETAIL,2022-11-24,2052-11-10,207237.98883065043,183071.17873077237,0.0,0.1426531103208023,0,0,0,0,0,Residential Real Estate,193117.5758085341,0.9479778210983644,,CA
2026-07-31,LN-002084,CP-I-00698,Credit Card,RETAIL,2025-12-18,2035-12-14,4427.642242088838,3991.506022595336,4366.701728984304,0.21066262817066753,0,0,0,0,0,Unsecured,0.0,,,NY
2026-07-31,LN-002085,CP-I-01092,Mortgage,RETAIL,2023-08-08,2053-07-25,602854.3678320615,547487.7425050146,0.0,0.06611559730762116,0,0,0,0,0,Residential Real Estate,486316.65080748015,1.1257844895830031,,TX
2026-07-31,LN-002086,CP-C-00344,Equipment Lease,COMMERCIAL,2020-06-02,2025-05-31,308944.9657113043,78630.98972916645,0.0,0.2027211751917615,0,0,0,0,0,Equipment,61470.4460625523,1.2791673847486253,BBB,TX
2026-07-31,LN-002087,CP-C-00569,Revolving Credit Facility,COMMERCIAL,2020-11-29,2030-11-25,457382.76209070644,586590.3909615522,330867.0828258095,0.1838209783096532,0,0,0,0,0,Unsecured,0.0,,A,TX
2026-07-31,LN-002088,CP-I-00386,Mortgage,RETAIL,2026-01-25,2056-01-12,277631.6104759151,274771.049507645,0.0,0.11876070393534205,0,1,0,0,0,Residential Real Estate,382016.0531871413,0.7192657146610556,,VA
2026-07-31,LN-002089,CP-I-00852,Credit Card,RETAIL,2021-05-29,2031-05-25,8489.417926498196,6537.614583324172,9341.83973806088,0.11542679019921381,0,0,0,0,0,Unsecured,0.0,,,TX
2026-07-31,LN-002090,CP-I-00485,Auto Loan,RETAIL,2023-11-13,2028-11-10,47372.896271488586,26764.32668111119,0.0,0.06774279693161661,0,0,0,0,0,Vehicle,28572.050622105264,0.9367310395426958,,VA
2026-07-31,LN-002091,CP-C-00310,Equipment Lease,COMMERCIAL,2022-07-25,2027-07-23,261315.87914554158,89768.05184037777,0.0,0.09926393766261538,0,0,0,0,0,Equipment,88006.5822282108,1.0200152030401464,BBB,GA
2026-07-31,LN-002092,CP-I-00120,Personal Loan,RETAIL,2024-06-05,2028-06-03,24670.264386046474,14598.486909549629,0.0,0.16617583298734098,0,0,0,0,0,Unsecured,0.0,,,CA
2026-07-31,LN-002093,CP-I-01096,Auto Loan,RETAIL,2021-06-26,2026-06-24,35902.246642837505,9755.17462340917,0.0,0.11431376100593482,0,0,0,0,0,Vehicle,10989.549612214481,0.8876773814794603,,NY
2026-07-31,LN-002094,CP-I-00048,Mortgage,RETAIL,2022-03-06,2052-02-21,359916.7481206352,307570.4989986213,0.0,0.17976477757110534,0,1,0,0,0,Residential Real Estate,308227.37637939164,0.9978688545174462,,NY
2026-07-31,LN-002095,CP-I-00667,Personal Loan,RETAIL,2024-01-18,2028-01-16,10477.917337233856,5353.962550161137,0.0,0.17257513218558723,0,0,0,0,0,Unsecured,0.0,,,GA
2026-07-31,LN-002096,CP-C-00577,Revolving Credit Facility,COMMERCIAL,2022-06-17,2032-06-12,3295168.994659676,5283716.931241858,1786793.2610726096,0.14649493664248953,0,0,0,0,0,Unsecured,0.0,,BBB,FL
2026-07-31,LN-002097,CP-C-00539,Commercial Term Loan,COMMERCIAL,2025-12-20,2032-12-16,2110475.241102803,1904877.1383263245,0.0,0.09134090338214948,0,0,0,0,0,Business Assets,2397623.217873693,0.7944856072989003,BBB,GA
2026-07-31,LN-002098,CP-C-00557,Commercial Term Loan,COMMERCIAL,2026-04-05,2033-04-01,8740445.300364178,8727582.730284343,0.0,0.10553844533080978,0,0,0,0,0,Business Assets,10795422.053598022,0.808452201956802,BBB+,CA
2026-07-31,LN-002099,CP-I-00130,Auto Loan,RETAIL,2023-05-22,2028-05-19,37023.10620065772,17632.709502702986,0.0,0.12498651080450951,0,0,0,0,0,Vehicle,19175.306326970458,0.9195529501347377,,CA
2026-07-31,LN-002100,CP-I-01151,Credit Card,RETAIL,2025-04-09,2035-04-05,6837.504297895977,7054.642320974967,3806.235892641981,0.14770070772454527,0,0,0,0,0,Unsecured,0.0,,,VA
2026-07-31,LN-002101,CP-I-01362,Credit Card,RETAIL,2024-10-24,2034-10-20,5647.835189000758,5192.9363229552055,1222.8952569225285,0.2139423494357139,0,0,0,0,0,Unsecured,0.0,,,VA
2026-07-31,LN-002102,CP-I-00517,Credit Card,RETAIL,2021-06-05,2031-06-01,2757.903634921572,2104.66732995233,2058.85808823114,0.19495290577066032,0,0,0,0,0,Unsecured,0.0,,,VA
2026-07-31,LN-002103,CP-I-00988,Mortgage,RETAIL,2021-06-12,2051-05-30,250505.9728654367,214271.50773889077,0.0,0.20075478272565628,0,0,0,0,0,Residential Real Estate,290474.00402304484,0.7376615627259074,,CA
2026-07-31,LN-002104,CP-I-00119,Auto Loan,RETAIL,2021-08-07,2026-08-05,29751.496427288977,8060.23476639609,0.0,0.1399343345726929,0,0,0,0,0,Vehicle,6360.083604320387,1.2673158511502576,,CA
2026-07-31,LN-002105,CP-C-00221,Commercial Real Estate,COMMERCIAL,2024-08-30,2039-08-24,6438758.144108763,5918262.943272985,0.0,0.19023034963903315,0,0,0,0,0,Commercial Real Estate,7552200.926652121,0.7836474427457455,A,GA
2026-07-31,LN-002106,CP-C-00595,Commercial Term Loan,COMMERCIAL,2025-02-18,2032-02-15,489005.2205766264,416021.2773416748,0.0,0.14493361643495042,0,0,0,0,0,Business Assets,405063.79048651067,1.0270512623258756,BBB-,VA
2026-07-31,LN-002107,CP-C-00534,Revolving Credit Facility,COMMERCIAL,2025-10-22,2035-10-18,3136264.2818496856,2905320.6928219018,1407592.0435918062,0.196704354712103,0,0,0,0,0,Unsecured,0.0,,BB+,NC
2026-07-31,LN-002108,CP-C-00595,Commercial Term Loan,COMMERCIAL,2020-12-30,2027-12-27,1330755.0917247608,469162.90359696926,0.0,0.13336074290248887,0,0,0,0,0,Business Assets,589530.288230022,0.7958249354847601,BBB-,VA
2026-07-31,LN-002109,CP-I-00362,Auto Loan,RETAIL,2022-09-24,2027-09-22,27668.544227242663,10254.988715229452,0.0,0.07115756887958535,0,1,0,0,0,Vehicle,8633.914811037097,1.187756532195577,,NC
2026-07-31,LN-002110,CP-I-00495,Auto Loan,RETAIL,2024-05-20,2029-05-18,14098.367367689045,9234.195910789203,0.0,0.06314868448307981,0,0,0,0,0,Vehicle,7502.538217637268,1.2308095797607648,,VA
2026-07-31,LN-002111,CP-I-00969,Credit Card,RETAIL,2023-03-10,2033-03-05,6022.707376445606,5506.517230890264,4580.195380212444,0.08956298004800706,0,0,0,0,0,Unsecured,0.0,,,CA
2026-07-31,LN-002112,CP-C-00051,Commercial Real Estate,COMMERCIAL,2024-02-13,2039-02-06,14249136.621838342,12433193.193076245,0.0,0.06216279821944119,0,0,0,0,0,Commercial Real Estate,15769666.110700393,0.7884246315551217,BBB,NC
2026-07-31,LN-002114,CP-I-00822,Mortgage,RETAIL,2019-12-09,2049-11-25,353293.29653505137,295355.0550020664,0.0,0.08227044654914634,0,0,0,0,0,Residential Real Estate,374876.3304702842,0.787873309129819,,FL
2026-07-31,LN-002115,CP-I-01056,Credit Card,RETAIL,2025-03-31,2035-03-27,3019.5080941115866,3223.9913672376806,676.9356632107229,0.17655266839666608,0,1,0,0,0,Unsecured,0.0,,,GA
2026-07-31,LN-002116,CP-I-01148,Mortgage,RETAIL,2021-05-29,2051-05-16,331416.3676842728,289168.0439385905,0.0,0.13319088769286974,0,0,0,0,0,Residential Real Estate,246902.11489567146,1.1711849615414536,,NC
2026-07-31,LN-002117,CP-C-00079,Revolving Credit Facility,COMMERCIAL,2020-09-25,2030-09-21,243957.68843403758,291070.4384486619,104988.97518783656,0.2057382141114512,0,0,0,0,0,Unsecured,0.0,,BBB,VA
