default_event_id,instrument_id,product_type,default_date,default_balance,recovery_amount,collection_cost,collateral_proceeds,recovery_horizon_months,realized_lgd
DEF-00393,HIST-000393,Equipment Lease,2025-08-25,1213469.4231452881,1004470.0370639852,45233.5382346838,509004.36212696973,26,0.17223292329820783
DEF-00394,HIST-000394,Auto Loan,2023-02-24,187014.81029511706,60518.041208142895,2115.9162004530967,44311.22327368391,13,0.676399740145484
DEF-00395,HIST-000395,Revolving Credit Facility,2024-02-01,1062945.689932132,248341.8193003952,9245.107393837137,0.0,17,0.7663645267555941
DEF-00396,HIST-000396,Credit Card,2024-11-28,77774.44578159867,9060.387673577896,427.55569777476944,0.0,10,0.8835043106701048
DEF-00397,HIST-000397,Credit Card,2023-01-08,459449.5620178943,74818.04875438902,2708.762606660684,0.0,21,0.8371572095405
DEF-00398,HIST-000398,Personal Loan,2026-02-10,64769.95974874391,38590.145557131,1802.9856011126994,0.0,28,0.4041968575118748
DEF-00399,HIST-000399,Equipment Lease,2023-04-23,1008447.8547990462,374677.7463267707,12049.061022579357,233828.267156788,29,0.6284609615224648
DEF-00400,HIST-000400,Auto Loan,2024-04-14,102641.61972742257,49376.85497623395,3719.0855881170073,18927.322030939336,9,0.518939246015795
DEF-00401,HIST-000401,Commercial Term Loan,2023-01-20,956027.9023138082,740304.020026061,12545.504217889864,502079.988301096,10,0.2256460107133334
DEF-00402,HIST-000402,Mortgage,2024-11-20,130291.24993563908,52122.95861131008,3893.122850474567,17410.40336425543,3,0.5999504292340611
DEF-00403,HIST-000403,Auto Loan,2024-01-27,181571.11014423985,116586.57887741749,8911.083236869197,43823.419537874965,20,0.35790127193251575
DEF-00404,HIST-000404,Equipment Lease,2024-10-30,975148.1621979257,398792.5298948432,5437.014847378753,318291.43511076097,17,0.5910441660516607
DEF-00405,HIST-000405,Commercial Real Estate,2024-10-22,792030.7352618707,323002.79276500986,14544.723223424411,181277.26801915094,17,0.5921840171288115
DEF-00406,HIST-000406,Mortgage,2024-10-17,128013.14655127085,75286.12282936429,5583.197685273903,61921.63374905164,11,0.41188756891300016
DEF-00407,HIST-000407,Revolving Credit Facility,2026-02-22,1394255.311214218,190678.92504906544,12689.641375430718,0.0,19,0.8632395921210381
DEF-00408,HIST-000408,Revolving Credit Facility,2023-05-16,370962.3843443964,192671.60751008915,8372.14313189676,0.0,20,0.4806168613278713
DEF-00409,HIST-000409,Credit Card,2023-05-03,233148.488235103,82299.18457850172,3221.058353436045,0.0,12,0.6470095723052143
DEF-00410,HIST-000410,Credit Card,2023-07-06,107689.99106509886,52364.77445286401,3131.9053475859564,0.0,19,0.5137452057061702
DEF-00411,HIST-000411,Equipment Lease,2024-02-23,75692.15893206855,71104.5332893065,4977.9099143640915,49785.493027517005,13,0.060608994478269416
DEF-00412,HIST-000412,Personal Loan,2025-06-08,155577.1403257034,94318.52210600564,1135.9454307396788,0.0,13,0.3937507662851482
DEF-00413,HIST-000413,Personal Loan,2024-12-25,122705.6085744485,38060.412741604356,2249.370674934577,0.0,19,0.6898233651763996
DEF-00414,HIST-000414,Equipment Lease,2026-01-26,466295.65938573406,184936.02466608805,3574.305872735108,50102.969981957795,17,0.6033932099867494
DEF-00415,HIST-000415,Equipment Lease,2025-02-06,1925543.918880834,1315636.692438117,21570.31519153836,788608.4780978839,22,0.31674542474066636
DEF-00416,HIST-000416,Mortgage,2024-02-20,98648.40645360744,61705.37072629862,3337.487744145559,37370.60370903055,27,0.3744919665243904
DEF-00417,HIST-000417,Personal Loan,2024-09-01,81441.96712726026,31653.22717897236,1429.3413691462113,0.0,17,0.6113400953403864
DEF-00418,HIST-000418,Commercial Real Estate,2024-03-26,735292.6374479635,538796.3824540686,33896.49186524658,381363.32228297053,12,0.2672354447555595
DEF-00419,HIST-000419,Auto Loan,2024-03-05,458999.5385417137,291171.76788112597,10924.57520158802,91416.0505248521,16,0.36563821217292053
DEF-00420,HIST-000420,Revolving Credit Facility,2024-12-11,927813.0584579457,491977.28436093713,11162.928017240029,0.0,20,0.469745246764883
DEF-00421,HIST-000421,Personal Loan,2023-08-02,143751.63196675648,87090.46116865857,1418.7217328987226,0.0,14,0.39416019159491134
DEF-00422,HIST-000422,Personal Loan,2023-10-16,35222.3456210648,14732.045829806086,509.9410465694358,0.0,29,0.5817414891018629
DEF-00423,HIST-000423,Equipment Lease,2023-06-30,1721998.5698639036,526433.5840484868,37096.16551100673,241595.09871898827,29,0.6942891862621623
DEF-00424,HIST-000424,Commercial Term Loan,2024-11-14,1305330.1440782608,1029817.8415274782,47650.78268451139,453406.7050681124,12,0.21106714175005237
DEF-00425,HIST-000425,Revolving Credit Facility,2025-06-19,742207.1139628659,243002.3427972139,12501.61101499669,0.0,5,0.6725949694826399
DEF-00426,HIST-000426,Personal Loan,2025-06-14,100968.53075513158,14870.1723471857,424.10709959713074,0.0,24,0.8527246832654347
DEF-00427,HIST-000427,Credit Card,2023-07-20,175879.92082487766,107146.3096099599,5449.396422825099,0.0,28,0.3907985112374215
DEF-00428,HIST-000428,Equipment Lease,2023-06-24,431981.61590469436,206242.73599505937,12088.717324387659,128028.87305659006,10,0.5225659416937745
DEF-00429,HIST-000429,Revolving Credit Facility,2023-12-23,1273575.4465194473,897237.341570017,45128.67087699698,0.0,24,0.2954972993378007
DEF-00430,HIST-000430,Credit Card,2026-03-02,117693.05176250887,57281.31014334059,2246.2719181401817,0.0,17,0.513299134608832
DEF-00431,HIST-000431,Revolving Credit Facility,2024-10-29,589490.0805021864,355748.5089947473,28452.26213737544,0.0,28,0.39651485112067497
DEF-00432,HIST-000432,Revolving Credit Facility,2025-05-07,8511768.091368599,3983057.527550098,250900.3314428338,0.0,25,0.5320528608399073
DEF-00433,HIST-000433,Commercial Real Estate,2024-10-09,587679.0383600431,483750.51322194637,25557.636726507877,146467.6675228176,20,0.1768457242036675
DEF-00434,HIST-000434,Revolving Credit Facility,2025-09-11,140500.5180070931,49190.52293894934,1683.221256106436,0.0,17,0.6498908072604688
DEF-00435,HIST-000435,Mortgage,2023-07-27,24771.7226897094,13440.64741816893,447.93541693166424,4354.154632544841,14,0.4574197528962164
DEF-00436,HIST-000436,Commercial Term Loan,2026-04-14,1316698.590916268,634109.971655349,37368.98490927865,260071.89675692908,28,0.5184091666612306
DEF-00437,HIST-000437,Personal Loan,2025-04-27,162459.20768838876,58069.07597024168,4572.238955853474,0.0,22,0.6425621126897076
DEF-00438,HIST-000438,Credit Card,2024-09-12,79329.104591147,5970.820584999039,195.82149678051368,0.0,17,0.9247335436877555
DEF-00439,HIST-000439,Equipment Lease,2024-08-13,252401.65828271475,56126.02018048755,4091.1773930146173,22008.317141017713,7,0.7776321258649542
DEF-00440,HIST-000440,Revolving Credit Facility,2025-07-06,3895340.3130695308,1492649.1339344792,111905.12283662343,0.0,19,0.6168116226132061
DEF-00441,HIST-000441,Commercial Term Loan,2024-08-31,379554.20751745306,318693.94028611394,20694.137036406646,84211.41950151588,6,0.16034670681009533
DEF-00442,HIST-000442,Auto Loan,2025-12-13,257346.98954500307,165209.60539021203,4714.808069540289,97716.94951433358,6,0.3580278297317276
DEF-00443,HIST-000443,Commercial Term Loan,2023-02-04,5295062.976630685,4097746.2889218666,107568.98590653393,1179382.2991946274,4,0.22611944239248427
DEF-00444,HIST-000444,Credit Card,2025-10-11,66815.80186677318,22945.971663454326,235.04608382074886,0.0,17,0.656578668183804
DEF-00445,HIST-000445,Commercial Term Loan,2025-10-24,1030551.7682798051,639744.9746322673,35986.82043298851,373926.66995481227,2,0.37922092385506434
DEF-00446,HIST-000446,Personal Loan,2023-07-07,243377.71693967746,140800.22869302798,9647.84378073659,0.0,7,0.42147444530459577
DEF-00447,HIST-000447,Personal Loan,2023-12-20,80883.53701703346,22441.104653056977,802.6906200680828,0.0,18,0.7225504041900264
DEF-00448,HIST-000448,Mortgage,2024-02-13,64205.511242115215,3427.122276511883,99.48155688993745,2106.4188376547872,21,0.9466226152520084
DEF-00449,HIST-000449,Revolving Credit Facility,2024-11-18,889577.4223101189,17791.548446202392,676.802883834181,0.0,12,0.98
DEF-00450,HIST-000450,Revolving Credit Facility,2025-02-15,1215319.5473008556,490313.4273007258,32035.51084439237,0.0,7,0.5965559606198391
DEF-00451,HIST-000451,Mortgage,2025-02-20,56825.8291288828,20621.946452100034,452.89212234260737,7977.3511360383245,27,0.6371025857743527
DEF-00452,HIST-000452,Auto Loan,2023-12-09,64106.08374225905,44692.45391954601,550.4500334739041,33783.385041667134,22,0.3028359976061909
DEF-00453,HIST-000453,Credit Card,2023-08-18,43024.5045886821,24576.08692078901,585.0872041245074,0.0,19,0.4287886134718232
DEF-00454,HIST-000454,Personal Loan,2024-06-12,115142.21727603403,53082.39523265111,2584.179001248084,0.0,13,0.5389840799626515
DEF-00455,HIST-000455,Auto Loan,2026-02-25,134585.71378995274,53108.37641757789,1661.4377936113583,19103.62534422283,6,0.6053936564139053
DEF-00456,HIST-000456,Personal Loan,2023-05-22,52591.581133252206,38641.588794680734,2599.9156797441487,0.0,27,0.26525143450671573
DEF-00457,HIST-000457,Revolving Credit Facility,2025-10-06,2507128.0772277145,1753722.081214931,100770.37848975492,0.0,26,0.3005055875908305
DEF-00458,HIST-000458,Auto Loan,2025-12-08,72800.02688444058,35207.93534649505,2122.7389166321645,13843.980505879133,11,0.5163746930700657
DEF-00459,HIST-000459,Auto Loan,2023-12-31,78735.2515373627,67631.8692740276,1520.3778457948831,23391.530078295982,8,0.14102174117099434
DEF-00460,HIST-000460,Commercial Term Loan,2023-08-22,392486.6717582198,307522.1502471874,11323.903110659294,226571.02406549564,26,0.21647746949066418
DEF-00461,HIST-000461,Commercial Term Loan,2023-10-26,376961.38777558814,358113.31838680874,20650.351363861177,285699.20662715414,29,0.05
DEF-00462,HIST-000462,Personal Loan,2024-07-26,84177.47453585676,61294.120461662074,882.9690279202819,0.0,27,0.2718465266435043
DEF-00463,HIST-000463,Equipment Lease,2026-01-25,1917036.76671814,1408863.1100932772,46049.28692232734,806232.0549649107,7,0.265082895355642
DEF-00464,HIST-000464,Mortgage,2023-10-31,24763.233290260934,13864.068101190802,785.2396065047633,9106.27195640453,3,0.4401349800050802
DEF-00465,HIST-000465,Revolving Credit Facility,2024-08-30,1230034.238498802,314007.92751688167,24713.972748981032,0.0,6,0.7447161081466209
DEF-00466,HIST-000466,Revolving Credit Facility,2025-08-24,4477581.555012351,2248325.143428585,51132.86789389031,0.0,16,0.4978706438274169
DEF-00467,HIST-000467,Auto Loan,2024-10-04,50570.74354122629,16602.04750878736,725.3391448050254,12691.668541112349,8,0.6717064779707453
DEF-00468,HIST-000468,Mortgage,2023-07-03,46205.62242910071,37531.391434138575,1322.9418632289846,31283.789363941258,27,0.1877310712191386
DEF-00469,HIST-000469,Personal Loan,2025-07-26,95850.39815873053,67469.89600653546,3853.453125661053,0.0,3,0.2960916459125843
DEF-00470,HIST-000470,Commercial Term Loan,2023-08-23,753343.4716758758,354467.78809343954,20207.488576109714,226847.29650056994,8,0.5294738702588128
DEF-00471,HIST-000471,Equipment Lease,2023-04-28,1721070.4452032626,795366.9823942495,17345.571155900412,432866.7294666512,2,0.5378649464285498
DEF-00472,HIST-000472,Mortgage,2024-04-23,42175.87674275147,36612.46922268388,2634.7798010590022,30675.458894799063,5,0.1319097064419351
DEF-00473,HIST-000473,Auto Loan,2023-10-02,287804.5224553156,229486.70620853902,8584.619803824315,165822.3108994724,28,0.2026299508751846
DEF-00474,HIST-000474,Auto Loan,2024-02-24,101822.81255885283,82099.68495824661,1298.7730202613564,60987.94796113089,29,0.19370047934205714
DEF-00475,HIST-000475,Revolving Credit Facility,2023-12-02,1847723.0070144846,992847.3240965235,70717.22177839372,0.0,14,0.46266441434815103
DEF-00476,HIST-000476,Auto Loan,2025-05-03,170852.76410910877,97682.40939679342,3910.9125055261825,49343.32561372469,7,0.4282655600794835
DEF-00477,HIST-000477,Mortgage,2025-12-04,183832.0110117858,55348.93890774766,3538.765791239686,15891.30355835964,29,0.6989156643442304
DEF-00478,HIST-000478,Commercial Real Estate,2026-03-07,1209641.840033049,773360.5686571992,35523.67369204332,583768.8553918857,22,0.36066979244362946
DEF-00479,HIST-000479,Personal Loan,2023-12-16,89272.29874265596,21304.477296250636,699.4571575940575,0.0,16,0.7613539967457905
DEF-00480,HIST-000480,Commercial Real Estate,2024-08-07,412695.27758559835,151857.420863119,11380.85049775906,98434.0426412943,4,0.6320349926184415
DEF-00481,HIST-000481,Personal Loan,2023-04-26,59928.396657532256,26184.112801786792,1305.831770292152,0.0,12,0.5630767004927743
DEF-00482,HIST-000482,Revolving Credit Facility,2025-03-18,794271.1298074634,137442.92593352858,3674.0281519117075,0.0,4,0.8269571676779368
DEF-00483,HIST-000483,Equipment Lease,2023-07-04,852502.4970156683,410242.33237290545,5526.093764764941,307213.1672538072,13,0.5187787322511906
DEF-00484,HIST-000484,Auto Loan,2023-03-16,89139.9249916204,74917.60937735112,2170.99968736954,46415.46326083768,24,0.15955045526015696
DEF-00485,HIST-000485,Equipment Lease,2026-02-04,1971866.6520666014,1359695.0995084045,101618.94217887596,1093745.1503202494,16,0.3104528148070331
DEF-00486,HIST-000486,Mortgage,2024-07-24,51824.83204187285,24558.66510923649,947.3352123433838,6953.586913127808,3,0.5261216652010786
DEF-00487,HIST-000487,Equipment Lease,2025-08-11,883794.2852558692,789425.8097213331,10207.912482029204,663760.8511568358,11,0.10677651701177866
DEF-00488,HIST-000488,Commercial Term Loan,2024-02-09,1163538.654230688,348320.0632283392,12583.490278493555,155105.68816190955,17,0.7006373084711633
DEF-00489,HIST-000489,Revolving Credit Facility,2026-02-15,778270.4989313382,338032.3272231416,20513.288197142905,0.0,25,0.5656621602806455
DEF-00490,HIST-000490,Personal Loan,2023-04-14,367688.65679417626,180163.2155278098,7010.916328098575,0.0,21,0.5100114942391027
DEF-00491,HIST-000491,Personal Loan,2024-02-02,38703.644193560605,22220.535846395178,1341.3165847227656,0.0,9,0.42588000925008085
DEF-00492,HIST-000492,Credit Card,2024-02-21,38494.05886200537,20463.229663077538,302.9676321881104,0.0,10,0.46840550806983683
DEF-00493,HIST-000493,Auto Loan,2025-06-28,218886.84637544813,108491.2670702762,7576.381880607199,56184.71526266057,28,0.5043499923965951
DEF-00494,HIST-000494,Credit Card,2023-03-07,128071.48369517608,40510.93087749902,2899.3206563303024,0.0,29,0.683685003806785
DEF-00495,HIST-000495,Personal Loan,2023-04-01,106952.195630437,21594.41715377232,235.6114931852053,0.0,23,0.7980928112182966
DEF-00496,HIST-000496,Equipment Lease,2023-10-10,1904199.3971346393,1540168.3174323991,64994.31363339528,402650.3759121191,24,0.19117277331881266
DEF-00497,HIST-000497,Credit Card,2024-11-12,89917.95890475193,17607.87154098988,218.3286231056772,0.0,27,0.8041784782988513
DEF-00498,HIST-000498,Commercial Real Estate,2023-12-29,1125613.2222757868,698616.8359420492,8420.609503968399,177053.8443327028,25,0.3793455672725912
DEF-00499,HIST-000499,Auto Loan,2024-06-24,106670.35120173033,91016.34455231804,4331.249135239831,39621.153991768806,29,0.146751243181042
DEF-00500,HIST-000500,Equipment Lease,2023-10-31,418774.7659753329,262607.78504402714,19384.89818777996,220055.95287872344,4,0.3729140187508443
DEF-00501,HIST-000501,Commercial Real Estate,2025-09-27,807972.8268981064,453622.77905339026,4894.768633979886,144338.584947525,19,0.4385667884464675
DEF-00502,HIST-000502,Equipment Lease,2024-01-13,846084.5810095418,262539.7677148733,10423.314659652737,130232.75369584232,25,0.6897003283033325
DEF-00503,HIST-000503,Auto Loan,2024-02-14,125638.93186842528,65537.48225295475,5159.222137665666,43314.80960571898,19,0.47836644837454895
DEF-00504,HIST-000504,Equipment Lease,2025-07-07,2983824.7540486725,1570539.4874138257,86848.53438894234,402032.749461593,17,0.47364888461267635
DEF-00505,HIST-000505,Credit Card,2023-11-19,27765.608587135695,3736.598848494907,178.4810619965587,0.0,29,0.865423484712446
DEF-00506,HIST-000506,Mortgage,2024-08-26,43635.40859042363,20988.256248927704,1372.4968149886847,10844.617147505665,20,0.5190086004251635
DEF-00507,HIST-000507,Credit Card,2023-12-14,69222.97831743347,45237.88377543136,874.0313119654055,0.0,27,0.3464903580428811
DEF-00508,HIST-000508,Auto Loan,2023-05-11,126490.69351783513,82770.70000670076,4464.155720303053,56515.89403982077,9,0.3456380251798514
DEF-00509,HIST-000509,Commercial Term Loan,2024-11-06,1034622.1152690364,380044.6021664153,19771.07229620934,138960.10992413838,13,0.632673034378749
DEF-00510,HIST-000510,Credit Card,2025-09-23,63509.78303399747,41190.422901146325,1945.208546064433,0.0,21,0.3514318435146181
DEF-00511,HIST-000511,Auto Loan,2024-08-10,92072.67805922554,73758.12019923449,5191.109997782944,43538.65371246347,15,0.19891414310997066
DEF-00512,HIST-000512,Commercial Term Loan,2024-01-26,1560483.3691119857,986055.8160884966,26624.7695599819,318997.38832211756,4,0.36810873117499154
DEF-00513,HIST-000513,Credit Card,2023-12-28,87539.00391194741,22040.240171652793,888.7753537269493,0.0,8,0.7482237724132395
DEF-00514,HIST-000514,Auto Loan,2023-06-03,63007.61803260012,27492.6216021671,878.7858855194228,15161.351753688876,24,0.5636619434186129
DEF-00515,HIST-000515,Auto Loan,2026-02-17,134962.32916773303,59117.91259670663,3837.219569316478,14910.441891865086,26,0.5619673062752638
DEF-00516,HIST-000516,Commercial Real Estate,2024-02-20,1379010.5723507744,739415.4892377359,54936.06132230295,285143.6926365802,15,0.4638072368239587
DEF-00517,HIST-000517,Commercial Term Loan,2025-11-22,470436.07218761154,264761.29790889483,8088.444558116634,111972.96732157783,20,0.43720026256127076
DEF-00518,HIST-000518,Revolving Credit Facility,2023-04-02,715021.6400931263,364661.27792235586,15427.67025832558,0.0,3,0.48999966228314235
DEF-00519,HIST-000519,Commercial Real Estate,2023-10-14,293747.6371055639,190562.9204083804,11728.956880295264,116392.92969160578,3,0.35126994625016195
DEF-00520,HIST-000520,Commercial Real Estate,2023-04-26,167928.94102815923,117789.11540830984,3994.7347440026465,83644.16025748296,9,0.2985776323775046
DEF-00521,HIST-000521,Revolving Credit Facility,2024-10-08,692617.1836235509,247712.12222429397,14891.215937674604,0.0,24,0.642353484606975
DEF-00522,HIST-000522,Commercial Real Estate,2023-11-30,571400.6557900329,387666.0882288326,22076.56819614189,128732.83033299874,5,0.32155120176956103
DEF-00523,HIST-000523,Equipment Lease,2023-10-12,295095.8603056438,78232.5867969844,1626.5765910520893,31322.338151921052,18,0.734890937758478
DEF-00524,HIST-000524,Revolving Credit Facility,2023-09-06,1522906.4866151179,952461.3711539787,39334.168238887716,0.0,18,0.37457658790923976
DEF-00525,HIST-000525,Equipment Lease,2025-01-17,641966.1387793563,421389.7316075013,13497.13669259273,167665.35906693857,14,0.3435950805618224
DEF-00526,HIST-000526,Mortgage,2024-03-10,63737.317403156936,14828.309509827946,652.6189807011557,5641.94676868193,17,0.7673527830480438
DEF-00527,HIST-000527,Personal Loan,2026-03-01,46171.282126332466,20714.194015935733,962.4313992718489,0.0,18,0.5513619492034425
DEF-00528,HIST-000528,Equipment Lease,2024-04-07,305298.4524409368,170727.12509159112,12211.863092739735,143289.72716279014,16,0.4407861431114851
DEF-00529,HIST-000529,Auto Loan,2024-07-14,24048.98196979448,9828.100034296864,240.45226249455442,5891.603359752883,21,0.5913298930224591
DEF-00530,HIST-000530,Equipment Lease,2025-06-14,2055207.1043544018,1045725.6723362423,47131.612075572055,324633.8735394513,24,0.4911823386944091
DEF-00531,HIST-000531,Mortgage,2026-02-03,307651.6526674032,242208.81265053793,5410.421900112412,108003.26817312393,24,0.212717336147758
DEF-00532,HIST-000532,Personal Loan,2026-01-05,64058.28022989936,14017.106679098286,423.4739791088492,0.0,24,0.781181970093606
DEF-00533,HIST-000533,Commercial Real Estate,2023-06-25,418112.05676136486,170307.26416560824,13483.10793098149,106724.88203376674,27,0.5926755485484357
DEF-00534,HIST-000534,Auto Loan,2023-10-28,71042.9960497334,39129.46459671565,523.7415004640832,18218.416698458423,25,0.4492143241070069
DEF-00535,HIST-000535,Commercial Real Estate,2024-12-02,818319.8991610083,96474.69880079773,2123.196060946954,79212.29638790812,21,0.8821063756365823
DEF-00536,HIST-000536,Auto Loan,2023-03-26,128989.36323318492,85423.78336539923,6438.703798135426,56704.69390708351,29,0.3377455223887611
DEF-00537,HIST-000537,Credit Card,2024-08-12,45178.59027550181,21172.949178567156,594.3600148752172,0.0,13,0.531349937006595
DEF-00538,HIST-000538,Revolving Credit Facility,2024-11-11,2404701.0746882376,1624040.8501956062,126572.72548784054,0.0,9,0.32463919640982475
DEF-00539,HIST-000539,Equipment Lease,2025-04-29,846754.765932533,367817.5803448394,26526.346402052168,158795.44635422004,8,0.565614986601509
DEF-00540,HIST-000540,Credit Card,2024-09-29,134940.1476327447,66630.05126246857,2546.0695421104497,0.0,7,0.5062251492134868
DEF-00541,HIST-000541,Revolving Credit Facility,2023-10-05,649415.4266950191,212145.95036583013,5243.727886334522,0.0,21,0.6733278243088936
DEF-00542,HIST-000542,Commercial Real Estate,2026-04-06,373724.8040475812,211665.90694961275,11536.18412540994,111310.16915144051,18,0.4336316330701339
DEF-00543,HIST-000543,Auto Loan,2024-09-19,58486.208196510226,48779.384342326826,1698.2761372096766,20663.25917932564,10,0.16596774100261463
DEF-00544,HIST-000544,Commercial Real Estate,2023-05-20,236923.8250647427,182354.1986786677,6700.444226504114,131509.9247469727,9,0.23032561782743083
DEF-00545,HIST-000545,Commercial Real Estate,2024-12-28,690339.8950995823,531984.3205763492,26787.071864667247,283310.6014090957,11,0.22938783582888572
DEF-00546,HIST-000546,Equipment Lease,2024-01-15,2332208.7987803817,1823288.5395382184,29028.19140403727,1214019.9047832815,26,0.2182138492523915
DEF-00547,HIST-000547,Auto Loan,2023-06-26,180355.3500851191,126161.95148220393,7257.060608926174,101682.78800017032,22,0.3004812364997128
DEF-00548,HIST-000548,Auto Loan,2024-06-29,99254.15475094166,83753.63804843528,5050.506481133813,21036.912468114588,16,0.15616995320147348
DEF-00549,HIST-000549,Commercial Term Loan,2025-07-01,1359824.3962670935,675272.5373430619,25849.832819536467,356635.3143433823,20,0.5034119558401963
DEF-00550,HIST-000550,Personal Loan,2023-12-30,69128.18506350023,18656.89764204131,741.1082010219249,0.0,19,0.7301115655661532
